"","indicator","p value","test type","dependent.var.value","independent.var.value","numbers","se","min","max"
"7311","if you wanted to complain or raise a problem related to assistance in the camps  where would you go ",0.000604944881194083,"Pearson's X^2: Rao & Scott adjustment","Government authorities/army Refugee volunteers/outreach Info points or help desk","Male",0.000576314967387837,NA,NA,NA
"7411","if you wanted to complain or raise a problem related to assistance in the camps  where would you go ",0.000604944881194083,"Pearson's X^2: Rao & Scott adjustment","I don't know","Male",0.0109297108464938,NA,NA,NA
"755","if you wanted to complain or raise a problem related to assistance in the camps  where would you go ",0.000604944881194083,"Pearson's X^2: Rao & Scott adjustment","Info points or help desk","Male",0.000318848800773713,NA,NA,NA
"762","if you wanted to complain or raise a problem related to assistance in the camps  where would you go ",0.000604944881194083,"Pearson's X^2: Rao & Scott adjustment","Mahji","Male",0.6303509447861,NA,NA,NA
"771","if you wanted to complain or raise a problem related to assistance in the camps  where would you go ",0.000604944881194083,"Pearson's X^2: Rao & Scott adjustment","Mahji Directly to service providers","Male",0.0013944715983902,NA,NA,NA
"781","if you wanted to complain or raise a problem related to assistance in the camps  where would you go ",0.000604944881194083,"Pearson's X^2: Rao & Scott adjustment","Mahji Government authorities/army","Male",0.0944974489674269,NA,NA,NA
"791","if you wanted to complain or raise a problem related to assistance in the camps  where would you go ",0.000604944881194083,"Pearson's X^2: Rao & Scott adjustment","Mahji Government authorities/army Directly to service providers","Male",0.000608337344953384,NA,NA,NA
"801","if you wanted to complain or raise a problem related to assistance in the camps  where would you go ",0.000604944881194083,"Pearson's X^2: Rao & Scott adjustment","Mahji Government authorities/army Info points or help desk","Male",0.00579337135033425,NA,NA,NA
"8110","if you wanted to complain or raise a problem related to assistance in the camps  where would you go ",0.000604944881194083,"Pearson's X^2: Rao & Scott adjustment","Mahji Government authorities/army Refugee volunteers/outreach","Male",0.00659600465111383,NA,NA,NA
"8210","if you wanted to complain or raise a problem related to assistance in the camps  where would you go ",0.000604944881194083,"Pearson's X^2: Rao & Scott adjustment","Mahji Hotline numbers Feedback box","Male",0.00017588242572041,NA,NA,NA
"8310","if you wanted to complain or raise a problem related to assistance in the camps  where would you go ",0.000604944881194083,"Pearson's X^2: Rao & Scott adjustment","Mahji Info points or help desk","Male",0.000465199834994094,NA,NA,NA
"8410","if you wanted to complain or raise a problem related to assistance in the camps  where would you go ",0.000604944881194083,"Pearson's X^2: Rao & Scott adjustment","Mahji Refugee volunteers/outreach","Male",0.00287219100689595,NA,NA,NA
"854","if you wanted to complain or raise a problem related to assistance in the camps  where would you go ",0.000604944881194083,"Pearson's X^2: Rao & Scott adjustment","Mahji Refugee volunteers/outreach Directly to service providers","Male",0.000418679851494685,NA,NA,NA
"861","if you wanted to complain or raise a problem related to assistance in the camps  where would you go ",0.000604944881194083,"Pearson's X^2: Rao & Scott adjustment","Religious leaders","Male",0.00406928005374973,NA,NA,NA
"871","if you wanted to complain or raise a problem related to assistance in the camps  where would you go ",0.000604944881194083,"Pearson's X^2: Rao & Scott adjustment","Religious leaders Government authorities/army","Male",0.000852443834503877,NA,NA,NA
"881","if you wanted to complain or raise a problem related to assistance in the camps  where would you go ",0.000604944881194083,"Pearson's X^2: Rao & Scott adjustment","Religious leaders Government authorities/army Refugee volunteers/outreach","Male",0.00131078116263502,NA,NA,NA
"891","if you wanted to complain or raise a problem related to assistance in the camps  where would you go ",0.000604944881194083,"Pearson's X^2: Rao & Scott adjustment","Religious leaders Mahji","Male",0.0157256414479208,NA,NA,NA
"901","if you wanted to complain or raise a problem related to assistance in the camps  where would you go ",0.000604944881194083,"Pearson's X^2: Rao & Scott adjustment","Religious leaders Mahji Government authorities/army","Male",0.00899310333329819,NA,NA,NA
"9110","if you wanted to complain or raise a problem related to assistance in the camps  where would you go ",0.000604944881194083,"Pearson's X^2: Rao & Scott adjustment","Religious leaders Mahji Refugee volunteers/outreach","Male",0.00205836685022513,NA,NA,NA
"9210","if you wanted to complain or raise a problem related to assistance in the camps  where would you go ",0.000604944881194083,"Pearson's X^2: Rao & Scott adjustment","Site Management Support agency","Male",0.000909511294721002,NA,NA,NA
"9310","if you wanted to complain or raise a problem related to assistance in the camps  where would you go ",0.000604944881194083,"Pearson's X^2: Rao & Scott adjustment","Site Management Support agency Government authorities/army","Male",0.000506483664670367,NA,NA,NA
"943","if you wanted to complain or raise a problem related to assistance in the camps  where would you go ",0.000604944881194083,"Pearson's X^2: Rao & Scott adjustment","Site Management Support agency Government authorities/army Hotline numbers","Male",0,NA,NA,NA
"951","if you wanted to complain or raise a problem related to assistance in the camps  where would you go ",0.000604944881194083,"Pearson's X^2: Rao & Scott adjustment","Site Management Support agency Mahji","Male",0.029014001835627,NA,NA,NA
"961","if you wanted to complain or raise a problem related to assistance in the camps  where would you go ",0.000604944881194083,"Pearson's X^2: Rao & Scott adjustment","Site Management Support agency Mahji Government authorities/army","Male",0.0213522622079535,NA,NA,NA
"97","if you wanted to complain or raise a problem related to assistance in the camps  where would you go ",0.000604944881194083,"Pearson's X^2: Rao & Scott adjustment","Site Management Support agency Religious leaders Government authorities/army","Male",0.00034596016983351,NA,NA,NA
"98","if you wanted to complain or raise a problem related to assistance in the camps  where would you go ",0.000604944881194083,"Pearson's X^2: Rao & Scott adjustment","Site Management Support agency Religious leaders Mahji","Male",0.000796583507615518,NA,NA,NA
"Female125","if you wanted to complain or raise a problem related to assistance in the camps  where would you go  camp in charge",0.0138040214282009,"two sample ttest on difference in means (two sided)",NA,"Female",0.114200553340077,0.0106737469595149,0.0932803937193338,0.13512071296082
"Male125","if you wanted to complain or raise a problem related to assistance in the camps  where would you go  camp in charge",0.0138040214282009,"two sample ttest on difference in means (two sided)",NA,"Male",0.146895323887936,0.00747270649906322,0.132249088282734,0.161541559493138
"Female126","if you wanted to complain or raise a problem related to assistance in the camps  where would you go  site management support agency",0.0281708755791465,"two sample ttest on difference in means (two sided)",NA,"Female",0.0448302424914222,0.00689865301882474,0.0313091310326872,0.0583513539501572
"Male126","if you wanted to complain or raise a problem related to assistance in the camps  where would you go  site management support agency",0.0281708755791465,"two sample ttest on difference in means (two sided)",NA,"Male",0.0639595231770422,0.00519241295994444,0.053782580782692,0.0741364655713923
"Female127","if you wanted to complain or raise a problem related to assistance in the camps  where would you go  religious leaders",0.230061137657002,"two sample ttest on difference in means (two sided)",NA,"Female",0.0336629140041781,0.00646658927276123,0.0209886319267531,0.0463371960816032
"Male127","if you wanted to complain or raise a problem related to assistance in the camps  where would you go  religious leaders",0.230061137657002,"two sample ttest on difference in means (two sided)",NA,"Male",0.0431172425852874,0.00447313235827241,0.0343500642649928,0.051884420905582
"Female128","if you wanted to complain or raise a problem related to assistance in the camps  where would you go  mahji",0.0817249675178037,"two sample ttest on difference in means (two sided)",NA,"Female",0.929992555235682,0.00795006286328728,0.914410718348809,0.945574392122554
"Male128","if you wanted to complain or raise a problem related to assistance in the camps  where would you go  mahji",0.0817249675178037,"two sample ttest on difference in means (two sided)",NA,"Male",0.946621644671468,0.00482825181307161,0.937158445009557,0.956084844333378
"Female129","if you wanted to complain or raise a problem related to assistance in the camps  where would you go  government authorities army",0.0216625586533824,"two sample ttest on difference in means (two sided)",NA,"Female",0.195299613992544,0.014055205467511,0.167751917480912,0.222847310504176
"Male129","if you wanted to complain or raise a problem related to assistance in the camps  where would you go  government authorities army",0.0216625586533824,"two sample ttest on difference in means (two sided)",NA,"Male",0.234269095941962,0.00933821803814773,0.215966524907411,0.252571666976514
"Female130","if you wanted to complain or raise a problem related to assistance in the camps  where would you go  refugee volunteers outreach",0.389904043309577,"two sample ttest on difference in means (two sided)",NA,"Female",0.0205489577006234,0.00457454216766728,0.0115830198062357,0.029514895595011
"Male130","if you wanted to complain or raise a problem related to assistance in the camps  where would you go  refugee volunteers outreach",0.389904043309577,"two sample ttest on difference in means (two sided)",NA,"Male",0.0159512464221988,0.00273824642065358,0.0105843820569221,0.0213181107874755
"Female131","if you wanted to complain or raise a problem related to assistance in the camps  where would you go  info points or help desk",0.327501257170663,"two sample ttest on difference in means (two sided)",NA,"Female",0.0128472841566452,0.00411860001639907,0.00477497645777694,0.0209195918555135
"Male131","if you wanted to complain or raise a problem related to assistance in the camps  where would you go  info points or help desk",0.327501257170663,"two sample ttest on difference in means (two sided)",NA,"Male",0.0177501216400149,0.0027986169903663,0.0122649331323751,0.0232353101476548
"Female132","if you wanted to complain or raise a problem related to assistance in the camps  where would you go  hotline numbers",0.189950269242,"two sample ttest on difference in means (two sided)",NA,"Female",0.00240874801389213,0.0016940801942803,-0.00091158815381987,0.00572908418160412
"Male132","if you wanted to complain or raise a problem related to assistance in the camps  where would you go  hotline numbers",0.189950269242,"two sample ttest on difference in means (two sided)",NA,"Male",0.00017588242572041,0.000175882399026891,-0.000168840741886799,0.000520605593327619
